mcl1	mcl3	mcl5	ortho_group	species	gene_id	desc	symbol	Transcription Factor Family	Gene Symbol	Gene Name	Also Known As	Source Material for Membership
5835	11977	14542	OG0007466	fly	FBgn0259204		CG42308					
5836	11978	14543	OG0007469	fly	FBgn0040389	mitochondrial ribosomal protein L14	mRpL14					
5838	11980	14545	OG0007472	fly	FBgn0037855		CG6621					
5840	11982	14547	OG0007476	fly	FBgn0043458		CG12084					
5842	11984	14549	OG0007483	fly	FBgn0038168	oocyte maintenance defects	omd					
5843	11985	14550	OG0007484	fly	FBgn0031698	Nuclear receptor coactivator 6	Ncoa6					
5845	11987	14552	OG0007488	fly	FBgn0035851	Mediator complex subunit 24	MED24					
5847	11989	14554	OG0008825	fly	FBgn0041004		CG17715					
5848	11990	14555	OG0001030	fly	FBgn0002914	Myb oncogene-like	Myb	SANT-MYB DOMAIN TRANSCRIPTION FACTORS	Myb	Myb oncogene-like	Dm-Myb, Dm myb, dMyb, c-Myb, D-myb	(Pfreundt et al., 2010, Rosinski and Atchley, 1998)
5849	11991	14556	OG0007492	fly	FBgn0032724		CG10428					
5850	11992	14557	OG0007493	fly	FBgn0032811		CG10268					
5851	11993	14558	OG0007501	fly	FBgn0259199	Snurportin	Snup					
5852	11994	14559	OG0007503	fly	FBgn0033547		CG12935					
5853	11995	14560	OG0007504	fly	FBgn0033816		CG4679					
5854	11996	14561	OG0007509	fly	FBgn0036696	POP5 ribonuclease P/MRP subunit	Pop5					
5855	11997	14562	OG0007511	fly	FBgn0037683		CG18473					
5856	11998	14563	OG0007517	fly	FBgn0028546	icarus	ics					
5857	11999	14564	OG0007518	fly	FBgn0032916		CG9257					
5858	12000	14565	OG0007519	fly	FBgn0038607	hemingway	hmw					
5859	12002	14567	OG0007525	fly	FBgn0033813	fates-shifted	fsd					
5860	12003	14568	OG0007527	fly	FBgn0054039		CG34039					
5862	12005	14570	OG0007529	fly	FBgn0029665		CG14270					
5864	12007	14572	OG0007530	fly	FBgn0034430	Myb-interacting protein 40	mip40					
5866	12009	14574	OG0008186	fly	FBgn0033921	tejas	tej					
5868	12011	14576	OG0002270	fly	FBgn0020279	lingerer	lig					
5869	12012	14577	OG0007541	fly	FBgn0261545		CG42663					
5874	12018	14584	OG0007806	fly	FBgn0028467		CG11070					
5875	12019	14585	OG0007552	fly	FBgn0263832	Reduction in Cnn dots 5	Rcd5					
5876	12020	14586	OG0007554	fly	FBgn0030704		CG15916					
5877	12021	14587	OG0007555	fly	FBgn0020299	stumps	stumps					
5879	12023	14589	OG0007558	fly	FBgn0039696	R and B	Rnb					
5880	12024	14590	OG0007559	fly	FBgn0052512		CG32512					
5881	12025	14591	OG0007560	fly	FBgn0034046	tungus	tun					
5883	12027	14593	OG0007562	fly	FBgn0037492		CG10050					
5887	12032	14598	OG0007573	fly	FBgn0040305	Metal response element-binding Transcription Factor-1	MTF-1	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	MTF-1	Metal response element-binding Transcription Factor-1	dMTF-1, metal responsive transcription factor	(Pfreundt et al., 2010)
5888	12033	14599	OG0005092	fly	FBgn0031392	Apoptosis inducing factor	AIF					
5889	12034	14600	OG0007578	fly	FBgn0026565	Argininosuccinate synthase	Ass					
5892	12038	14604	OG0007583	fly	FBgn0033556		CG12343					
5894	12040	14606	OG0007586	fly	FBgn0087005	retinophilin	rtp					
5895	12041	14607	OG0007593	fly	FBgn0038570	Peroxiredoxin 5	Prx5					
5897	12043	14609	OG0007598	fly	FBgn0260464		CG9288					
5898	12044	14610	OG0007876	fly	FBgn0020633	Minichromosome maintenance 7	Mcm7					
5899	12045	14611	OG0007603	fly	FBgn0046114	Glutamate-cysteine ligase modifier subunit	Gclm					
5901	12048	14614	OG0016781	fly	FBgn0003866	teashirt	tsh	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	tsh	teashirt	ae	(Pfreundt et al., 2010)
5901	12048	14614	OG0016781	fly	FBgn0028979	tiptop	tio	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	tio	tiptop		(Pfreundt et al., 2010)
5905	12052	14618	OG0007614	fly	FBgn0033973	Hermansky-Pudlak Syndrome 1	HPS1					
5906	12053	14619	OG0007620	fly	FBgn0033712	mitochondrial translation initiation factor 3	mIF3					
5907	12054	14620	OG0007621	fly	FBgn0034261	Hermansky-Pudlak Syndrome 4	HPS4					
5909	12056	14622	OG0008310	fly	FBgn0028343	Ankyrin repeat and LEM domain containing 2	Ankle2					
5910	12057	14623	OG0007623	fly	FBgn0038582		CG7988					
5914	12061	14627	OG0026717	fly	FBgn0266111	anastral spindle 3	ana3					
5915	12062	14628	OG0007634	fly	FBgn0037713		CG16790					
5916	12063	14629	OG0007635	fly	FBgn0037359	Mediator complex subunit 27	MED27					
5919	12066	14632	OG0007637	fly	FBgn0061198	Haematopoietic stem/progenitor cell protein 300	HSPC300					
5921	12068	14634	OG0007642	fly	FBgn0052251	Claspin	Claspin					
5922	12069	14635	OG0008021	fly	FBgn0086657	I-kappaB kinase epsilon	IKKepsilon					
5926	12073	14639	OG0006962	fly	FBgn0002878	mutagen-sensitive 101	mus101					
5929	12076	14644	OG0002396	fly	FBgn0039252		CG11771					
5930	12077	14645	OG0007658	fly	FBgn0030858	Integrator 2	IntS2					
5931	12078	14646	OG0007669	fly	FBgn0261353	Coiled-coil domain containing 56	Ccdc56					
5932	12079	14647	OG0007672	fly	FBgn0037447	Neurochondrin	Neurochondrin					
5934	12081	14649	OG0007675	fly	FBgn0040780	Autophagy-related 10	Atg10					
5936	12083	14651	OG0007677	fly	FBgn0040634		CG4186					
5939	12086	14654	OG0006372	fly	FBgn0010398	Leucine-rich repeat 47	Lrr47					
5940	12087	14655	OG0007684	fly	FBgn0031247		CG11562					
5942	12089	14657	OG0007687	fly	FBgn0011227	oxen	ox					
5943	12090	14658	OG0007689	fly	FBgn0053108		CG33108					
5945	12092	14660	OG0007696	fly	FBgn0036860		CG14086					
5946	12093	14661	OG0007701	fly	FBgn0034033		CG8204					
5947	12094	14662	OG0007702	fly	FBgn0036911	Fibp	Fibp					
5950	12097	14665	OG0007706	fly	FBgn0037360		CG2182					
5951	12098	14666	OG0007710	fly	FBgn0004643	Zeste-white 10	Zw10					
5952	12099	14667	OG0002322	fly	FBgn0038269	Rrp6	Rrp6					
5954	12102	14672	OG0002325	fly	FBgn0052654	Secretory 16	Sec16					
5956	12104	14674	OG0007719	fly	FBgn0038234	mitochondrial ribosomal protein L11	mRpL11					
5958	12106	14676	OG0007724	fly	FBgn0086446	Dynactin 6, p27 subunit	DCTN6-p27					
5960	12108	14678	OG0007728	fly	FBgn0032231		CG5056					
5963	12111	14681	OG0007736	fly	FBgn0044511	mitochondrial ribosomal protein S21	mRpS21					
5964	12112	14682	OG0008297	fly	FBgn0026432	Grip163	Grip163					
5965	12113	14683	OG0007835	fly	FBgn0026431	Grip75	Grip75					
5967	12115	14685	OG0007739	fly	FBgn0025621		CG16989					
5968	12116	14686	OG0008081	fly	FBgn0037949	pruning defect 1	prd1					
5971	12120	14690	OG0007743	fly	FBgn0034674		CG9304					
5972	12121	14691	OG0007744	fly	FBgn0015338		CG5861					
5973	12122	14692	OG0007745	fly	FBgn0031684	NADH dehydrogenase (ubiquinone) 13 kDa A subunit	ND-13A					
5975	12124	14694	OG0007748	fly	FBgn0042112	mitochondrial ribosomal protein L36	mRpL36					
5977	12126	14696	OG0007749	fly	FBgn0033400		CG2063					
5978	12127	14697	OG0007750	fly	FBgn0037737	Pinin	Pnn					
5982	12132	14703	OG0007760	fly	FBgn0029666		CG10803					
5983	12133	14704	OG0007762	fly	FBgn0033468		CG1418					
5985	12135	14706	OG0007765	fly	FBgn0035959		CG4911					
5986	12137	14708	OG0002053	fly	FBgn0042134	Caprin	Capr					
5988	12139	14710	OG0007770	fly	FBgn0036811	Mediator complex subunit 11	MED11					
5989	12140	14711	OG0007771	fly	FBgn0053217		CG33217					
5993	12144	14715	OG0008052	fly	FBgn0040079	pkaap	pkaap					
5994	12145	14716	OG0007778	fly	FBgn0035285		CG12025					
5995	12146	14717	OG0007783	fly	FBgn0031115		CG11710					
5997	12148	14719	OG0007785	fly	FBgn0034071		CG8405					
5999	12150	14721	OG0007792	fly	FBgn0086698	fritz	frtz					
6000	12151	14722	OG0007793	fly	FBgn0259200		CG42304					
6001	12152	14723	OG0005307	fly	FBgn0032728	Transport and Golgi organization 6	Tango6					
6003	12154	14725	OG0007798	fly	FBgn0037638		CG8379					
6006	12157	14728	OG0007801	fly	FBgn0051278		CG31278					
6006	12157	14728	OG0007801	fly	FBgn0051373		CG31373					
6008	12160	14731	OG0007805	fly	FBgn0002709	meiotic 218	mei-218					
6012	12164	14735	OG0007814	fly	FBgn0032692	Intraflagellar transport 46	IFT46					
6013	12165	14736	OG0007815	fly	FBgn0030660		CG8097					
6014	12166	14737	OG0027500	fly	FBgn0259720		CG42374					
6015	12167	14738	OG0007816	fly	FBgn0037297		CG1116					
6018	12171	14742	OG0007825	fly	FBgn0036859		CG14085					
6021	12174	14745	OG0007833	fly	FBgn0034519	BLOC-1 related complex subunit 7	BORCS7					
6022	12175	14746	OG0007834	fly	FBgn0262714	Sin3A-associated protein 130	Sap130					
6027	12181	14753	OG0007845	fly	FBgn0031484		CG3165					
6028	12182	14755	OG0007848	fly	FBgn0036988		CG5262					
6031	12185	14758	OG0007855	fly	FBgn0038389		CG5516					
6032	12186	14759	OG0007858	fly	FBgn0039403	Sld5	Sld5					
6034	12188	14761	OG0004461	fly	FBgn0003575	suppressor of sable	su(sable)					
6035	12190	14763	OG0007862	fly	FBgn0027553	NELF-B	NELF-B					
6036	12191	14764	OG0009212	fly	FBgn0035251	Vesicle trafficking 1	Vta1					
6037	12192	14765	OG0007870	fly	FBgn0033623		CG13202					
6044	12200	14774	OG0007889	fly	FBgn0031550	Intraflagellar transport 57	IFT57					
6045	12201	14775	OG0007893	fly	FBgn0037371	Symplekin	Sym					
6046	12202	14776	OG0007894	fly	FBgn0286781	cassowary	cass					
6047	12203	14777	OG0007896	fly	FBgn0037739		CG12948					
6048	12205	14779	OG0016131	fly	FBgn0028527		CG18507					
6049	12206	14780	OG0007897	fly	FBgn0038533		CG7523					
6051	12208	14783	OG0007899	fly	FBgn0011818	out at first	oaf					
6052	12209	14784	OG0007900	fly	FBgn0035462	Integrator 10	IntS10					
6053	12210	14785	OG0007901	fly	FBgn0050085	Rap1 interacting factor 1	Rif1					
6054	12211	14786	OG0007902	fly	FBgn0040534	Splicing factor 3b subunit 5	Sf3b5					
6055	12212	14787	OG0007904	fly	FBgn0035025	unconventional prefoldin RPB5 interactor	uri					
6056	12213	14788	OG0007905	fly	FBgn0034050	bunker gear	bug					
6058	12215	14790	OG0007909	fly	FBgn0037892	mitochondrial ribosomal protein L40	mRpL40					
6061	12218	14793	OG0007916	fly	FBgn0035703		CG8270					
6063	12221	14797	OG0009266	fly	FBgn0036005	pallbearer	pall					
6063	12221	14797	OG0027165	fly	FBgn0033486	dampened	dmpd					
6066	12225	14801	OG0007933	fly	FBgn0039188	Golgin-84	Golgin84					
6068	12228	14804	OG0007945	fly	FBgn0036515	aaRS-interacting multifunctional protein 2	AIMP2					
6069	12229	14805	OG0007947	fly	FBgn0038045	N-acetylneuraminic acid synthase	NANS					
6071	12231	14807	OG0007954	fly	FBgn0036386		CG8833					
6074	12234	14810	OG0007971	fly	FBgn0038868		CG5862					
6076	12236	14812	OG0007977	fly	FBgn0067622	Like Sm protein 4	LSm-4					
6077	12237	14813	OG0007978	fly	FBgn0287597		CG46466					
6078	12238	14814	OG0007986	fly	FBgn0266918		CG32486					
6079	12240	14816	OG0007987	fly	FBgn0035827	Signal recognition particle 9	Srp9					
6080	12241	14817	OG0009337	fly	FBgn0026326	Mitotic arrest-deficient 1	Mad1					
6081	12242	14818	OG0007990	fly	FBgn0031876	Ada2a-containing complex component 1	Atac1					
6083	12244	14820	OG0009341	fly	FBgn0032860		CG15130					
6085	12246	14822	OG0007999	fly	FBgn0031690		CG7742					
6087	12248	14824	OG0008005	fly	FBgn0037046		CG10581					
6089	12251	14827	OG0008012	fly	FBgn0051865	transcriptional Adaptor 1-1	Ada1-1					
6089	12251	14827	OG0008012	fly	FBgn0051866	transcriptional Adaptor 1-2	Ada1-2					
6091	12253	14829	OG0008018	fly	FBgn0033453	Sting	Sting					
6093	12256	14832	OG0008026	fly	FBgn0031496		CG17258					
6097	12261	14838	OG0008033	fly	FBgn0037911		CG10898					
6099	12263	14840	OG0009390	fly	FBgn0039336		CG4553					
6102	12267	14845	OG0008048	fly	FBgn0010282	Transcription factor IIFalpha	TfIIFalpha					
6103	12268	14846	OG0008051	fly	FBgn0036210		CG14130					
6104	12269	14847	OG0008060	fly	FBgn0034315		CG5721					
6105	12270	14848	OG0004568	fly	FBgn0023001	melted	melt					
6106	12271	14849	OG0008063	fly	FBgn0025634		CG13367					
6107	12272	14850	OG0008068	fly	FBgn0085260		CG34231					
6108	12273	14851	OG0008070	fly	FBgn0031413		CG9967					
6109	12274	14852	OG0003920	fly	FBgn0032699		CG10383					
6109	12275	14853	OG0003920	fly	FBgn0039430		CG5455					
6111	12277	14855	OG0008079	fly	FBgn0032921	M-phase phosphoprotein 6	Mpp6					
6114	12280	14858	OG0008089	fly	FBgn0040211	homogentisate 1,2-dioxygenase	hgo					
6116	12282	14860	OG0008090	fly	FBgn0034061	Ubiquitin-fold modifier conjugating enzyme 1	Ufc1					
6117	12283	14861	OG0008091	fly	FBgn0020370	tripeptidyl-peptidase II	TppII					
6121	12288	14867	OG0005564	fly	FBgn0014127	barren	barr					
6122	12289	14868	OG0027897	fly	FBgn0052536		CG32536					
6123	12290	14869	OG0008108	fly	FBgn0038675		CG6013					
6126	12293	14872	OG0008121	fly	FBgn0031875		CG3430					
6127	12294	14873	OG0008200	fly	FBgn0035518		CG15011	OTHER DNA BINDING DOMAIN TRANSCRIPTION FACTORS	CG15011			(Pfreundt et al., 2010)
6128	12295	14874	OG0008124	fly	FBgn0264743		CG44001					
6130	12297	14876	OG0008128	fly	FBgn0260744	Transport and Golgi organization 9	Tango9					
6131	12298	14877	OG0008129	fly	FBgn0033735	Deoxyribose-phosphate aldolase	Dera					
6133	12300	14879	OG0008145	fly	FBgn0038586		CG7168					
6135	12302	14881	OG0008149	fly	FBgn0036314	Splicing factor 3a subunit 2	Sf3a2					
6136	12303	14882	OG0008151	fly	FBgn0036505		CG7945					
6137	12304	14883	OG0008155	fly	FBgn0037142		CG14562					
6143	12312	14892	OG0008163	fly	FBgn0036353		CG10171					
6145	12314	14894	OG0008172	fly	FBgn0035923		CG6511					
6147	12317	14897	OG0002688	fly	FBgn0036684		CG3764					
6148	12319	14899	OG0016093	fly	FBgn0001989	NADH dehydrogenase (ubiquinone) B17 subunit	ND-B17					
6153	12324	14904	OG0005628	fly	FBgn0025781	Cell division cycle 16	Cdc16					
6154	12325	14905	OG0008195	fly	FBgn0033019		CG10395					
6155	12326	14906	OG0008197	fly	FBgn0035952		CG5280					
6156	12327	14907	OG0002953	fly	FBgn0036053	calcium-independent phospholipase A2 VIA	iPLA2-VIA					
6160	12333	14913	OG0009567	fly	FBgn0287589		CG46459					
6161	12334	14914	OG0008213	fly	FBgn0051849		CG31849					
6163	12336	14916	OG0008215	fly	FBgn0261380	mitochondrial ribosomal protein L37	mRpL37					
6164	12337	14917	OG0008219	fly	FBgn0034849		CG3500					
6170	12343	14923	OG0008231	fly	FBgn0034307		CG10914					
6172	12346	14926	OG0008233	fly	FBgn0032204		CG4953					
6173	12347	14927	OG0008240	fly	FBgn0005616	male-specific lethal 2	msl-2					
6174	12348	14928	OG0008241	fly	FBgn0029873		CG3918					
6177	12351	14931	OG0008248	fly	FBgn0015477	Receptor mediated endocytosis 8	Rme-8					
6179	12353	14933	OG0008253	fly	FBgn0039636	Autophagy-related 14	Atg14					
6180	12354	14934	OG0008255	fly	FBgn0034645	NADH dehydrogenase (ubiquinone) B12 subunit	ND-B12					
6181	12355	14935	OG0008257	fly	FBgn0015905	asteroid	ast					
6187	12362	14942	OG0008267	fly	FBgn0034027		CG8187					
6188	12363	14943	OG0008270	fly	FBgn0015271	Origin recognition complex subunit 5	Orc5					
6190	12366	14946	OG0008274	fly	FBgn0035762	RAD50 interactor 1	Rint1					
6191	12367	14947	OG0008276	fly	FBgn0039536	uncoordinated 80	unc80					
6192	12368	14948	OG0008285	fly	FBgn0034266		CG4975					
6193	12369	14949	OG0008287	fly	FBgn0037611		CG11755					
6194	12370	14950	OG0008290	fly	FBgn0037535	Phosphatidylinositol glycan anchor biosynthesis class H	PIG-H					
6196	12372	14952	OG0008296	fly	FBgn0283438		CG46280					
6197	12373	14953	OG0008298	fly	FBgn0035035	S-adenosylmethionine sensor upstream of TORC1	Samtor					
6199	12377	14957	OG0017039	fly	FBgn0029825		CG12728					
6199	12377	14957	OG0017039	fly	FBgn0052756		CG32756					
6201	12379	14959	OG0008308	fly	FBgn0037330	mitochondrial ribosomal protein L44	mRpL44					
6202	12380	14960	OG0008319	fly	FBgn0030648		CG6340					
6204	12382	14962	OG0008323	fly	FBgn0041147	imaginal discs arrested	ida					
6205	12383	14963	OG0003889	fly	FBgn0262619	DNA ligase 1	DNAlig1					
6206	12384	14964	OG0001152	fly	FBgn0000183	Bicaudal D	BicD					
6212	12391	14971	OG0000693	fly	FBgn0037440	Carnitine O-Acetyl-Transferase	CRAT					
6215	12394	14974	OG0016801	fly	FBgn0050456		CG30456					
6215	12394	14975	OG0016801	fly	FBgn0034194		CG15611					
6217	12396	14977	OG0011156	fly	FBgn0023515		CG14814					
6217	12397	14978	OG0017041	fly	FBgn0024991		CG2694					
6217	12397	14978	OG0017041	fly	FBgn0031856		CG11322					
6218	12398	14979	OG0008376	fly	FBgn0028931		CG16863	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	CG16863		BG:DS00797.6	(Pfreundt et al., 2010)
6218	12398	14979	OG0025430	fly	FBgn0015664	DNA replication-related element factor	Dref	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	Dref	DNA replication-related element factor	DRE-binding factor, dDREF, DNA replication-related element-binding factor, DNA replication-related element binding factor	(Pfreundt et al., 2010)
6219	12399	14980	OG0001285	fly	FBgn0034436		CG11961					
6219	12399	14980	OG0001285	fly	FBgn0034437		CG10051					
6219	12399	14980	OG0001285	fly	FBgn0034438		CG9416					
6219	12399	14980	OG0001285	fly	FBgn0034439		CG10062					
6219	12399	14980	OG0001285	fly	FBgn0050043		CG30043					
6219	12399	14980	OG0001285	fly	FBgn0050047		CG30047					
6219	12399	14980	OG0001285	fly	FBgn0050049		CG30049					
6220	12400	14981	OG0008388	fly	FBgn0036670		CG13029					
6220	12400	14981	OG0008388	fly	FBgn0039366		CG17198					
6220	12400	14981	OG0008388	fly	FBgn0039367		CG17197					
6220	12400	14981	OG0008388	fly	FBgn0039368		CG17196					
6220	12400	14981	OG0008388	fly	FBgn0039369		CG17195					
6220	12400	14981	OG0008388	fly	FBgn0039370		CG4956					
6220	12400	14981	OG0008388	fly	FBgn0042133		CG18810					
6220	12400	14982	OG0008388	fly	FBgn0033815		CG4676					
6220	12400	14982	OG0008388	fly	FBgn0034729		CG10344					
6228	12410	14993	OG0008360	fly	FBgn0054001		CG34001					
6237	12425	15009	OG0008380	fly	FBgn0029965	Ionotropic receptor 7b	Ir7b					
6237	12425	15009	OG0008380	fly	FBgn0029966	Ionotropic receptor 7c	Ir7c					
6237	12425	15009	OG0008380	fly	FBgn0029968	Ionotropic receptor 7g	Ir7g					
6237	12425	15009	OG0008380	fly	FBgn0259188	Ionotropic receptor 7f	Ir7f					
6237	12425	15009	OG0008380	fly	FBgn0259189	Ionotropic receptor 7e	Ir7e					
6237	12425	15009	OG0008380	fly	FBgn0259190	Ionotropic receptor 7d	Ir7d					
6237	12426	15010	OG0008380	fly	FBgn0029961	Ionotropic receptor 7a	Ir7a					
6237	12426	15010	OG0008380	fly	FBgn0030385	Ionotropic receptor 11a	Ir11a					
6237	12426	15010	OG0012119	fly	FBgn0038153	Ionotropic receptor 87a	Ir87a					
6239	12428	15012	OG0008383	fly	FBgn0034291		CG5770					
6239	12428	15012	OG0008383	fly	FBgn0034292		CG5767					
6239	12428	15012	OG0008383	fly	FBgn0039671		CG11470					
6239	12428	15012	OG0008383	fly	FBgn0054005		CG34005					
6239	12429	15013	OG0008383	fly	FBgn0034293		CG14495					
6239	12429	15013	OG0008383	fly	FBgn0034294	Mucin 55B	Muc55B					
6239	12429	15013	OG0008383	fly	FBgn0035343		CG16762					
6239	12430	15014	OG0008383	fly	FBgn0034295		CG10911					
6239	12430	15014	OG0008383	fly	FBgn0039670		CG7567					
6240	12431	15015	OG0013783	fly	FBgn0033508	Odorant-binding protein 46a	Obp46a					
6240	12431	15015	OG0013783	fly	FBgn0034768	Odorant-binding protein 58b	Obp58b					
6240	12431	15015	OG0013783	fly	FBgn0034769	Odorant-binding protein 58c	Obp58c					
6240	12431	15015	OG0013783	fly	FBgn0038859	Odorant-binding protein 93a	Obp93a					
6240	12432	15016	OG0015047	fly	FBgn0033614	Odorant-binding protein 47b	Obp47b					
6240	12432	15016	OG0015047	fly	FBgn0033931	Odorant-binding protein 50e	Obp50e					
6240	12432	15016	OG0015047	fly	FBgn0050052	Odorant-binding protein 49a	Obp49a					
6240	12433	15017	OG0016794	fly	FBgn0050072	Odorant-binding protein 50c	Obp50c					
6240	12433	15017	OG0016794	fly	FBgn0050074	Odorant-binding protein 50d	Obp50d					
6241	12434	15018	OG0008386	fly	FBgn0038643		CG14300					
6241	12434	15018	OG0008386	fly	FBgn0039452		CG14245					
6241	12434	15018	OG0008386	fly	FBgn0040607		CG14244					
6241	12434	15018	OG0008386	fly	FBgn0040687		CG14645					
6241	12434	15018	OG0008386	fly	FBgn0085311		CG34282					
6241	12435	15019	OG0008386	fly	FBgn0040608		CG14246					
6241	12435	15019	OG0008386	fly	FBgn0040609		CG3348					
6241	12436	15020	OG0008386	fly	FBgn0040958	Peritrophin-15b	Peritrophin-15b					
6241	12436	15020	OG0008386	fly	FBgn0040959	Peritrophin-15a	Peritrophin-15a					
6242	12437	15021	OG0008391	fly	FBgn0086915	Male-specific transcript 77F	Mst77F					
6242	12437	15021	OG0008391	fly	FBgn0267411		CG45764					
6242	12437	15021	OG0008391	fly	FBgn0267412		CG45765					
6242	12437	15021	OG0008391	fly	FBgn0267413		CG45766					
6242	12437	15021	OG0008391	fly	FBgn0267417		CG45770					
6242	12437	15021	OG0008391	fly	FBgn0267490	Male-specific transcript 77Y 4	Mst77Y-4					
6242	12437	15021	OG0008391	fly	FBgn0267491	Male-specific transcript 77Y 13	Mst77Y-13					
6242	12437	15021	OG0008391	fly	FBgn0267492	Male-specific transcript 77Y 7	Mst77Y-7					
6242	12437	15021	OG0008391	fly	FBgn0267493	Male-specific transcript 77Y 9	Mst77Y-9					
6243	12438	15022	OG0009788	fly	FBgn0036870		CG14095					
6243	12438	15022	OG0009788	fly	FBgn0036871		CG14096					
6243	12438	15022	OG0009788	fly	FBgn0036872		CG12519					
6243	12438	15022	OG0009788	fly	FBgn0036873		CG18294					
6243	12438	15022	OG0009788	fly	FBgn0052208	825-Oak	825-Oak					
6243	12438	15022	OG0009788	fly	FBgn0052212		CG32212					
6243	12438	15022	OG0009788	fly	FBgn0052213		CG32213					
6243	12438	15022	OG0009788	fly	FBgn0052214		CG32214					
6243	12438	15022	OG0027112	fly	FBgn0036588		CG13068					
6248	12443	15028	OG0003045	fly	FBgn0034158		CG5522					
6252	12447	15032	OG0026580	fly	FBgn0030833		CG8915					
6253	12448	15033	OG0009577	fly	FBgn0002774	maleless	mle					
6255	12450	15036	OG0009517	fly	FBgn0261934	dikar	dikar					
6266	12464	15050	OG0008418	fly	FBgn0004407	DNA polymerase gamma 35kD subunit	DNApol-gamma35					
6273	12471	15057	OG0010624	fly	FBgn0031999		CG8419					
6277	12477	15063	OG0028180	fly	FBgn0041092	taiman	tai	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTORS	tai	taiman	l(2)01351, l(2)k05809, DAIB1, l(2)k05802	(Shaman et al., 2014, Pfreundt et al., 2010, Simionato et al., 2007)
6286	12486	15072	OG0007191	fly	FBgn0286051	RNA exonuclease 5	Rexo5					
6289	12490	15076	OG0013515	fly	FBgn0010768	squeeze	sqz	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	sqz	squeeze	l(3)02102	(Shaman et al., 2014, Pfreundt et al., 2010)
6289	12490	15076	OG0013515	fly	FBgn0267337	rotund	rn	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	rn	rotund	roe, roughened eye, P5.3, tod, tot	(Shaman et al., 2014)
6292	12494	15080	OG0009674	fly	FBgn0000395	crossveinless 2	cv-2					
6293	12495	15081	OG0001399	fly	FBgn0027561		CG18659					
6301	12504	15090	OG0008438	fly	FBgn0037019	Peroxin 16	Pex16					
6309	12514	15100	OG0008443	fly	FBgn0031191	Centriolar coiled coil protein 110kDa	Cp110					
6314	12519	15105	OG0001096	fly	FBgn0030808	Rho GTPase activating protein at 15B	RhoGAP15B					
6316	12521	15107	OG0025510	fly	FBgn0039246		CG10845					
6321	12526	15112	OG0005840	fly	FBgn0038960		CG13855					
6331	12537	15123	OG0008459	fly	FBgn0025830	Integrator 8	IntS8					
6336	12544	15130	OG0005069	fly	FBgn0020930	Diacyl glycerol kinase epsilon	Dgkepsilon					
6338	12547	15133	OG0008463	fly	FBgn0030955		CG6891					
6345	12555	15142	OG0001902	fly	FBgn0037466		CG1965					
6346	12556	15143	OG0008467	fly	FBgn0003977	virilizer	vir					
6348	12558	15145	OG0008469	fly	FBgn0002354	lethal (3) 87Df	l(3)87Df					
6357	12570	15157	OG0016927	fly	FBgn0040388	brother of ihog	boi					
6367	12581	15168	OG0000506	fly	FBgn0028789	Dorsocross1	Doc1	T-BOX TRANSCRIPTION FACTORS	Doc1	Dorsocross1	Doc, Dorsocross, Tb66F2	(Pflugfelder et al., 2017, Sui et al., 2012, Prpic et al., 2003, Reim et al., 2003)
6367	12581	15168	OG0000506	fly	FBgn0035954	Dorsocross3	Doc3	T-BOX TRANSCRIPTION FACTORS	Doc3	Dorsocross3	Doc	(Pflugfelder et al., 2017, Sui et al., 2012, Prpic et al., 2003, Reim et al., 2003)
6367	12581	15168	OG0000506	fly	FBgn0035956	Dorsocross2	Doc2	T-BOX TRANSCRIPTION FACTORS	Doc2	Dorsocross2	Doc, Dorsocross, Doc-2	(Pflugfelder et al., 2017, Sui et al., 2012, Prpic et al., 2003, Reim et al., 2003)
6370	12584	15172	OG0008483	fly	FBgn0037792	TATA box-binding protein-associated factor RNA polymerase I subunit B	TAF1B					
6371	12586	15174	OG0009787	fly	FBgn0083949	sidestep III	side-III					
6371	12586	15174	OG0009787	fly	FBgn0085400	sidestep V	side-V					
6371	12586	15174	OG0009787	fly	FBgn0259213	sidestep II	side-II					
6386	12605	15194	OG0008496	fly	FBgn0036063		CG6674					
6387	12606	15195	OG0002900	fly	FBgn0003862	trithorax	trx					
6388	12607	15197	OG0002893	fly	FBgn0261261	pollux	plx					
6390	12609	15199	OG0003363	fly	FBgn0003334	Sex comb on midleg	Scm					
6396	12617	15208	OG0008500	fly	FBgn0260401	Mediator complex subunit 9	MED9					
6410	12634	15225	OG0008516	fly	FBgn0004003	windbeutel	wbl					
6414	12638	15229	OG0008519	fly	FBgn0030799		CG4872					
6423	12648	15240	OG0000446	fly	FBgn0016059	Semaphorin 1b	Sema1b					
6424	12651	15243	OG0002173	fly	FBgn0025681		CG3558					
6427	12654	15246	OG0008528	fly	FBgn0035440		CG14969					
6436	12664	15256	OG0002750	fly	FBgn0032748		CG10492					
6440	12669	15262	OG0008542	fly	FBgn0039565		CG4884					
